"","SG_PARTIDO","NM_PARTIDO","DS_TP_DOCUMENTO","DT_PAGAMENTO","VR_PAGAMENTO"
"302","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2018-03-28,4.35
"303","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2018-01-01,1056
"304","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2018-08-14,4.6
"305","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2018-10-08,2.5
"306","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2018-09-05,4.6
"307","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2018-03-02,4.35
"308","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2018-07-05,4.35
"309","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2018-10-01,10.15
"310","PSD","PARTIDO SOCIAL DEMOCRÁTICO","RECIBO",2018-11-01,1500
"311","PSD","PARTIDO SOCIAL DEMOCRÁTICO","RECIBO",2018-02-01,2640.99
"312","PSD","PARTIDO SOCIAL DEMOCRÁTICO","RECIBO",2018-03-01,1820
"313","PSD","PARTIDO SOCIAL DEMOCRÁTICO","RECIBO",2018-12-01,6451
"314","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2018-05-23,4.7
"315","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2018-08-28,13.2
"316","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2018-12-10,4.6
"317","PSD","PARTIDO SOCIAL DEMOCRÁTICO","DOCUMENTO FISCAL",2018-11-01,800
"318","PSD","PARTIDO SOCIAL DEMOCRÁTICO","DOCUMENTO FISCAL",2018-11-05,100
"319","PSD","PARTIDO SOCIAL DEMOCRÁTICO","DOCUMENTO FISCAL",2018-10-09,500
"320","PSD","PARTIDO SOCIAL DEMOCRÁTICO","FATURA",2018-02-03,66.31
"321","PSD","PARTIDO SOCIAL DEMOCRÁTICO","FATURA",2018-07-16,248.2
"322","PSD","PARTIDO SOCIAL DEMOCRÁTICO","RECIBO",2018-11-01,2000
"323","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2018-07-31,4.6
"324","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2018-02-01,5045.6
"325","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2018-09-21,102.1
"326","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2018-07-01,151.9
"327","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2018-03-01,155.33
"328","PSD","PARTIDO SOCIAL DEMOCRÁTICO","#NULO#",2018-09-30,28.27
"329","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2018-07-05,4.35
"330","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2018-02-16,4.35
"331","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2018-04-04,2.95
"332","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2018-07-17,2.95
"333","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2018-09-20,4.6
"334","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2018-11-19,4.6
"335","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2018-05-14,4.35
"336","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2018-08-14,4.6
"337","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2018-10-16,5
"338","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2018-05-07,2.95
"339","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2018-09-05,4.6
"340","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2018-03-02,2.95
"341","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2018-07-05,2.95
"342","PSD","PARTIDO SOCIAL DEMOCRÁTICO","RECIBO",2018-03-01,2640.99
"343","PSD","PARTIDO SOCIAL DEMOCRÁTICO","RECIBO",2018-03-01,1104
"344","PSD","PARTIDO SOCIAL DEMOCRÁTICO","RECIBO",2018-11-01,6451
"345","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2018-05-15,2.35
"346","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2018-10-08,4.6
"347","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2018-12-07,4.6
"348","PSD","PARTIDO SOCIAL DEMOCRÁTICO","DOCUMENTO FISCAL",2018-02-28,2500
"349","PSD","PARTIDO SOCIAL DEMOCRÁTICO","DOCUMENTO FISCAL",2018-04-06,2500
"350","PSD","PARTIDO SOCIAL DEMOCRÁTICO","DOCUMENTO FISCAL",2018-02-16,500
"351","PSD","PARTIDO SOCIAL DEMOCRÁTICO","DOCUMENTO FISCAL",2018-03-06,1348
"352","PSD","PARTIDO SOCIAL DEMOCRÁTICO","FATURA",2018-04-07,136.57
"353","PSD","PARTIDO SOCIAL DEMOCRÁTICO","FATURA",2018-10-15,248.2
"354","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","#NULO#",2018-09-17,250
"355","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","BOLETO",2018-06-28,1771.3
"356","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","BOLETO",2018-03-21,196.57
"357","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","BOLETO",2018-05-24,104.13
"358","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","DOCUMENTO FISCAL",2018-07-16,2150
"359","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","DOCUMENTO FISCAL",2018-07-12,7470
"360","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","DOCUMENTO FISCAL",2018-03-31,2695.03
"361","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","DOCUMENTO FISCAL",2018-05-23,165.75
"362","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","DOCUMENTO FISCAL",2018-08-03,600
"363","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","DOCUMENTO FISCAL",2018-05-30,2000
"364","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","DOCUMENTO FISCAL",2018-09-28,1060
"365","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","DOCUMENTO FISCAL",2018-01-22,529.43
"366","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","DOCUMENTO FISCAL",2018-01-31,5530.7
"367","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","DOCUMENTO FISCAL",2018-07-30,4000
"368","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","FATURA",2018-03-15,860
"369","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","FATURA",2018-02-15,266.84
"370","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","FATURA",2018-04-19,955.72
"371","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","FATURA",2018-03-01,56.3
"372","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","RECIBO",2018-10-04,10000
"373","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","RECIBO",2018-07-25,1771.3
"374","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","RECIBO",2018-07-02,5000
"375","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","RECIBO",2018-09-28,5404.46
"376","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","RECIBO",2018-10-31,2873.74
"377","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","RECIBO",2018-06-29,2650.58
"378","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","RECIBO",2018-04-30,2873.74
"379","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2018-02-26,80
"380","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2018-03-12,49
"381","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2018-10-10,99
"382","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2018-12-14,9.5
"383","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2018-05-10,9.5
"384","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2018-08-31,9.5
"385","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2018-08-27,9.5
"386","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2018-12-05,9.5
"387","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2018-11-07,1552.21
"388","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2018-10-31,510.58
"389","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2018-07-04,1129.3
"390","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","#NULO#",2018-07-05,2500
"391","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","BOLETO",2018-01-10,52.57
"392","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","BOLETO",2018-08-09,56.21
"393","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","DOCUMENTO FISCAL",2018-06-25,1800
"394","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","DOCUMENTO FISCAL",2018-12-06,560
"395","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","DOCUMENTO FISCAL",2018-08-03,399.25
"396","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","DOCUMENTO FISCAL",2018-10-23,1500
"397","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","DOCUMENTO FISCAL",2018-05-04,5000
"398","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","DOCUMENTO FISCAL",2017-12-31,1599.16
"399","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2018-11-20,1008.59
"400","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","DOCUMENTO FISCAL",2018-04-11,837.36
"401","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","DOCUMENTO FISCAL",2018-03-22,350
"402","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","DOCUMENTO FISCAL",2018-08-15,5400
"403","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","FATURA",2018-11-14,545.75
"404","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","FATURA",2018-11-08,2599.87
"405","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","RECIBO",2018-12-05,505.49
"406","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","RECIBO",2018-09-28,2429.74
"407","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","RECIBO",2018-04-02,2429.74
"408","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","RECIBO",2018-03-01,1558.87
"409","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","RECIBO",2018-05-30,2650.58
"410","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2018-06-25,42
"411","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2018-08-10,99
"412","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2018-06-04,9.5
"413","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2018-07-11,9.5
"414","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2018-10-31,9.5
"415","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2018-12-06,9.5
"416","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2018-07-25,9.5
"417","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2018-08-13,9.5
"418","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2018-01-10,435.99
"419","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2018-08-31,1330.19
"420","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2018-05-15,1129.3
"421","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2018-12-06,707.48
"422","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2018-07-02,1523.03
"423","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2018-07-04,7178.46
"424","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-09-06,700
"425","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-01-19,723.07
"426","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-03-03,450
"427","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-05-04,206
"428","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-04-27,897.63
"429","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-08-13,294.06
"430","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-12-19,70
"431","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-07-12,25.11
"432","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-11-02,198.11
"433","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-06-11,400
"434","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-02-16,23.9
"435","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-03-01,1500
"436","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-02-27,1000
"437","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-02-01,70
"438","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-11-27,1147.73
"439","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-01-17,761
"440","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-01-29,2000
"441","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-02-21,800
"442","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-01-02,360
"443","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-04-30,1700
"444","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-01-15,433.94
"445","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-01-09,245
"446","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-10-23,6860
"447","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-01-04,2180
"448","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-09-27,1200
"449","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-11-27,5000
"450","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-08-24,2000
"451","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-10-30,3500
"452","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-12-13,345
"453","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-06-13,28
"454","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-03-01,293.84
"455","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-04-12,196.77
"456","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-02-05,184.66
"457","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-02-28,1100
"458","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-03-16,300
"459","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-10-22,1100
"460","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-03-01,399.24
"461","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-04-13,235
"462","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-06-14,22.3
"463","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-02-22,20
"464","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-04-13,59.4
"465","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-11-30,1500
"466","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-09-27,100
"467","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-08-30,110
"468","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-08-31,326.2
"469","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-06-26,945
"470","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-02-02,800
"471","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-02-02,170
"472","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-03-23,480
"473","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-04-27,1500
"474","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-07-26,1000
"475","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-04-10,217.17
"476","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-04-03,1130.4
"477","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-07-27,178
"478","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-09-27,1700
"479","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-04-27,5000
"480","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-12-26,2000
"481","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-10-17,2000
"482","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-08-13,354.2
"483","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-03-22,504.83
"484","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-06-13,336.53
"485","PT","PARTIDO DOS TRABALHADORES","FATURA",2018-02-28,353.81
"486","PT","PARTIDO DOS TRABALHADORES","FATURA",2018-03-01,223.27
"487","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-04-30,400
"488","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-03-26,1100
"489","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-04-02,860
"490","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-07-23,620
"491","PT","PARTIDO DOS TRABALHADORES","FATURA",2018-05-15,217.17
"492","PT","PARTIDO DOS TRABALHADORES","FATURA",2018-07-13,95.75
"493","PT","PARTIDO DOS TRABALHADORES","FATURA",2018-09-17,168.26
"494","PT","PARTIDO DOS TRABALHADORES","FATURA",2018-01-10,415.76
"495","PT","PARTIDO DOS TRABALHADORES","RECIBO",2018-04-30,37.65
"496","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-03-07,27.5
"497","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-03-15,2500
"498","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-12-27,1000
"499","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-07-30,268
"500","PT","PARTIDO DOS TRABALHADORES","RECIBO",2018-08-31,47.99
"501","PT","PARTIDO DOS TRABALHADORES","RECIBO",2018-07-04,1700
"502","PT","PARTIDO DOS TRABALHADORES","RECIBO",2018-02-28,320.21
"503","PT","PARTIDO DOS TRABALHADORES","RECIBO",2018-06-29,242
"504","PT","PARTIDO DOS TRABALHADORES","RECIBO",2018-08-09,30
"505","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-10-22,70
"506","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-07-31,44.8
"507","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-08-29,1000
"508","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-02-22,150
"509","PT","PARTIDO DOS TRABALHADORES","RECIBO",2018-06-15,1409.8
"510","PT","PARTIDO DOS TRABALHADORES","RECIBO",2018-05-14,30.9
"511","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-09-11,10.15
"512","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-04-20,67.18
"513","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-03-20,47
"514","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-03-16,534
"515","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-09-28,890
"516","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-03-14,12.8
"517","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2018-03-28,199.3
"518","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-08-31,2712.06
"519","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-11-30,242
"520","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-12-28,1003.02
"521","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-01-29,44.85
"522","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-04-20,38.35
"523","PT","PARTIDO DOS TRABALHADORES","FATURA",2018-06-29,1071.04
"524","PT","PARTIDO DOS TRABALHADORES","FATURA",2018-04-05,67.4
"525","PT","PARTIDO DOS TRABALHADORES","FATURA",2018-06-15,128.97
"526","PT","PARTIDO DOS TRABALHADORES","FATURA",2018-10-15,223.41
"527","PT","PARTIDO DOS TRABALHADORES","FATURA",2018-12-14,220.6
"528","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-06-07,19.4
"529","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-08-22,30.45
"530","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-09-24,1.15
"531","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-10-31,10.15
"532","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-12-28,72.4
"533","PT","PARTIDO DOS TRABALHADORES","RECIBO",2018-05-08,177.77
"534","PT","PARTIDO DOS TRABALHADORES","RECIBO",2018-05-14,12.1
"535","PT","PARTIDO DOS TRABALHADORES","RECIBO",2018-02-28,242
"536","PT","PARTIDO DOS TRABALHADORES","RECIBO",2018-06-06,60
"537","PT","PARTIDO DOS TRABALHADORES","RECIBO",2018-03-23,15.1
"538","PT","PARTIDO DOS TRABALHADORES","RECIBO",2018-03-02,6.4
"539","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-04-25,67.85
"540","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-07-31,1176.6
"541","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-09-20,2349.76
"542","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-10-31,2792.69
"543","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-12-28,963.01
"544","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-03-02,28.25
"545","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-05-02,4.35
"546","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-06-25,43.4
"547","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-08-13,4.6
"548","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-09-21,10.15
"549","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-10-10,40.6
"550","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-11-20,12
"551","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-04-12,1.05
"552","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-12-10,10.15
"553","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-01-08,42
"554","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-02-02,37.95
"555","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-02-26,43.4
"556","PT","PARTIDO DOS TRABALHADORES","OUTROS",2018-01-18,18.8
"557","PTB","PARTIDO TRABALHISTA BRASILEIRO","OUTROS",2018-10-01,2.3
"558","PTB","PARTIDO TRABALHISTA BRASILEIRO","FATURA",2018-05-09,407.25
"559","PTB","PARTIDO TRABALHISTA BRASILEIRO","FATURA",2018-03-27,835.45
"560","PTB","PARTIDO TRABALHISTA BRASILEIRO","OUTROS",2018-03-27,1000
"561","PTB","PARTIDO TRABALHISTA BRASILEIRO","OUTROS",2018-01-18,3000
"562","PTB","PARTIDO TRABALHISTA BRASILEIRO","OUTROS",2018-03-28,9.7
"563","PTB","PARTIDO TRABALHISTA BRASILEIRO","OUTROS",2018-09-12,10.15
"564","PTB","PARTIDO TRABALHISTA BRASILEIRO","DOCUMENTO FISCAL",2018-09-14,1500
"565","PTB","PARTIDO TRABALHISTA BRASILEIRO","DOCUMENTO FISCAL",2018-03-14,2932.03
"566","PTB","PARTIDO TRABALHISTA BRASILEIRO","DOCUMENTO FISCAL",2018-09-04,2000
"567","PTB","PARTIDO TRABALHISTA BRASILEIRO","OUTROS",2018-11-28,30.45
"568","PTB","PARTIDO TRABALHISTA BRASILEIRO","OUTROS",2018-02-08,985.47
"569","PTB","PARTIDO TRABALHISTA BRASILEIRO","OUTROS",2018-05-29,1126.2
"570","PTB","PARTIDO TRABALHISTA BRASILEIRO","OUTROS",2018-09-04,2.3
"571","PTB","PARTIDO TRABALHISTA BRASILEIRO","FATURA",2018-08-27,538.01
"572","PTB","PARTIDO TRABALHISTA BRASILEIRO","RECIBO",2018-01-18,5498.16
"573","PTB","PARTIDO TRABALHISTA BRASILEIRO","OUTROS",2018-08-26,2000
"574","PTB","PARTIDO TRABALHISTA BRASILEIRO","OUTROS",2018-03-06,9.7
"575","PTB","PARTIDO TRABALHISTA BRASILEIRO","BOLETO",2018-08-02,7442.93
"576","PTB","PARTIDO TRABALHISTA BRASILEIRO","DOCUMENTO FISCAL",2018-05-29,2000
"577","PTB","PARTIDO TRABALHISTA BRASILEIRO","DOCUMENTO FISCAL",2018-07-02,282
"578","PTB","PARTIDO TRABALHISTA BRASILEIRO","DOCUMENTO FISCAL",2018-01-31,1668.47
"579","PTB","PARTIDO TRABALHISTA BRASILEIRO","FATURA",2018-08-01,8000
"580","PTB","PARTIDO TRABALHISTA BRASILEIRO","FATURA",2018-10-02,8000
"581","PTB","PARTIDO TRABALHISTA BRASILEIRO","OUTROS",2018-09-05,20.3
"582","PTB","PARTIDO TRABALHISTA BRASILEIRO","OUTROS",2018-11-08,10.15
"583","PTB","PARTIDO TRABALHISTA BRASILEIRO","OUTROS",2018-03-07,789.84
